ts,pos_x,pos_y,vel_x,vel_y,acc_x,acc_y,theta,mag_vel,K_curve
1462273803.58,0.0,0.0,0.0,0.0,0.0097501645446,0.000406309268263,0,0.0,0
1462273803.58,0.0048750822723,0.000203154634132,0.0095551612537,0.000398183082898,0.00975012200547,0.00040680628855,0,0.00956345420608,0.00544896482593
1462273803.6,0.0193053045287,0.000804740861305,0.018919177594,0.000788889584019,0.00974992310715,0.000407799508825,0,0.0189356179622,0.003478681834
1462273803.61,0.0430994436763,0.00179753019974,0.0280957186871,0.00117275531099,0.0097498107268,0.000408915205213,0,0.0281201842733,0.0024565810202
1462273803.61,0.0760700677268,0.00317474311333,0.0370886188256,0.00155003710588,0.00974984861061,0.000409005657783,0,0.0371209948873,0.0011109695172
1462273803.63,0.118033610858,0.0049292830481,0.0459016980875,0.00191986190839,0.00974977096605,0.000408956108247,0,0.0459418301449,0.000552412734586
1462273803.64,0.168810194428,0.00705362301061,0.0545384396725,0.0022822416563,0.00974946993683,0.000408571770276,0,0.0545861706743,0.000198099520608
1462273803.64,0.228223369069,0.00954015055204,0.0630021514171,0.00263699715804,0.00974902897423,0.000407910291616,0,0.0630573139073,-3.56388932283e-05
1462273803.66,0.296100034973,0.0123811028559,0.0712961567835,0.00298400930067,0.00974859901592,0.000407119779509,0,0.0713585754035,-0.000175677832215
1462273803.68,0.372270491265,0.0155686720463,0.0794238606835,0.00332330649857,0.00974808196096,0.000406873321091,0,0.0794933582883,-0.000160081074985
1462273803.68,0.456568392929,0.0190954152054,0.0873885037915,0.00365557622327,0.00974699997611,0.000407944575136,0,0.0874649291571,2.80439737521e-05
1462273803.69,0.548830396709,0.0229549637163,0.0951927936923,0.00398225038244,0.00974536770464,0.000409578419731,0,0.0952760530724,0.000208608876003
1462273803.71,0.648895874253,0.0271420033086,0.102839398169,0.00430399222613,0.00974298571968,0.000411673802822,0,0.102929423222,0.000369149806913
1462273803.71,0.756606765282,0.0316518324361,0.110330736211,0.00462135270837,0.00974024536795,0.000413903199082,0,0.110427479613,0.000485033481792
1462273803.72,0.871807624177,0.036480136744,0.117669561947,0.0049345507893,0.00973707777963,0.000416159696443,0,0.117772983321,0.000563934122819
1462273803.74,0.994345725014,0.0416227673816,0.124858506932,0.00524369627603,0.00973365225276,0.000418230477701,0,0.124968568464,0.000604265985433
1462273803.74,1.12407105807,0.0470755788964,0.131900316001,0.00554868821866,0.00973006253073,0.000420159786167,0,0.132016973538,0.000621562425653
1462273803.76,1.26083640534,0.0528343470082,0.138797770962,0.00584947104473,0.0097263201052,0.000422104252569,0,0.138920975865,0.000631583575993
1462273803.77,1.40449733635,0.0588948701792,0.145553609245,0.00614614379135,0.00972254157541,0.000424007491963,0,0.145683314926,0.000633805811205
1462273803.77,1.55491221639,0.0652530177165,0.152170627804,0.00643874825765,0.00971850423745,0.000425954104105,0,0.15230678726,0.000634765984403
1462273803.79,1.71194209631,0.0719047430262,0.158651349401,0.00672740831452,0.00971429411622,0.000427875467516,0,0.158793918931,0.000632106242452
1462273803.8,1.87545059277,0.0788460890745,0.164998330647,0.00701217810639,0.00970988477843,0.000429815944795,0,0.16514726688,0.000628634318807
1462273803.8,2.04530386581,0.0860731751533,0.171214051117,0.00729315417017,0.00970529273359,0.000431704847656,0,0.171369312882,0.000622280925514
1462273803.82,2.22137056329,0.0935821817473,0.177300956973,0.00757036183747,0.00970054194947,0.000433660611729,0,0.177462502298,0.000617631525804
1462273803.84,2.40352179124,0.101369373891,0.183261468944,0.00784394200021,0.00969566989856,0.000435620549804,0,0.183429260004,0.000612502311366
1462273803.84,2.59163109513,0.109431126166,0.189097996066,0.00811397129901,0.00969060713918,0.000437572899315,0,0.189271996467,0.000606868980605
1462273803.85,2.78557439477,0.117763883914,0.194812831141,0.00838051331436,0.00968536239131,0.00043950753574,0,0.194993005466,0.000600667998744
1462273803.87,2.9852299071,0.126364150997,0.200408229662,0.0086436204331,0.00967983565399,0.000441577719641,0,0.200594543022,0.000598023841921
1462273803.87,3.19047805459,0.13522856029,0.205886304009,0.00890349418969,0.00967411240394,0.000443817620513,0,0.206078728615,0.000599024250591
1462273803.89,3.4012014148,0.144353963289,0.211249208085,0.009160365574,0.00966812001219,0.000446095850651,0,0.211447724542,0.000600165753265
1462273803.9,3.61728468289,0.153737376789,0.216498981535,0.00941433219615,0.00966183423427,0.000448362490603,0,0.216703573244,0.000600433209469
1462273803.9,3.83861458155,0.16337589023,0.221637599454,0.00966544079302,0.0096550837808,0.000450782544988,0,0.221848250472,0.000603530150387
1462273803.92,4.06507972289,0.173266722296,0.22666682957,0.00991389887125,0.00964805392565,0.000453250606225,0,0.226883531836,0.000606815115094
1462273803.93,4.29657057942,0.18340724647,0.231588585826,0.0101598064879,0.00964085024875,0.000455720574619,0,0.231811334392,0.00060935023739
1462273803.93,4.53297959038,0.193794913245,0.236404847353,0.0104032165213,0.00963352050822,0.000458208524259,0,0.236633638281,0.000611536862542
1462273803.95,4.77420119798,0.204427234029,0.241117600504,0.0106441965446,0.00962602883062,0.000460726202,0,0.241352431504,0.000613688134943
1462273803.96,5.0201318129,0.215301793674,0.245728756748,0.0108828242917,0.00961828824394,0.000463232627792,0,0.245969627714,0.000615225908194
1462273803.96,5.27066971377,0.22641623428,0.250240104092,0.0111191357811,0.00961021497203,0.00046572218707,0,0.250487015385,0.000616236915687
1462273803.98,5.52571492535,0.237768231155,0.254653312683,0.0113531608088,0.00960183099318,0.000468226043303,0,0.25490626497,0.000617286856577
