ts,pos_x,pos_y,vel_x,vel_y,acc_x,acc_y,theta,mag_vel,K_curve
1461812418.44,0.0,0.0,0.0,0.0,-0.00754513023795,0.00262065042711,0,0.0,0
1461812418.44,-0.00377256511898,0.00131032521355,-0.00739422763319,0.00256823741857,-0.00754474892371,0.00262057558872,0,0.00782754404201,-0.000888106670973
1461812418.46,-0.014939167214,0.00518885042648,-0.0146401970258,0.00508503674714,-0.00754397771035,0.00262038177799,0,0.0154981601383,-0.000403389105261
1461812418.47,-0.033351353095,0.0115840780626,-0.0217404912414,0.00755131015462,-0.00754285537234,0.00262001249157,0,0.023014587645,-0.000157361065967
1461812418.47,-0.0588632720225,0.020445394463,-0.0286976796814,0.00996789619327,-0.00754133976294,0.00261943003812,0,0.0303795288577,-9.71072837611e-06
1461812418.49,-0.0913316215854,0.0317230056754,-0.0355142390555,0.0123355797068,-0.00753950407603,0.00261868639643,0,0.0375955808892,6.58425832008e-05
1461812418.5,-0.130615612679,0.0453679285803,-0.0421926682689,0.0146551807811,-0.00753738596453,0.00261777756281,0,0.0446653733823,0.000120457328755
1461812418.5,-0.17657697393,0.0613319981429,-0.0487354531488,0.0169274991771,-0.00753497529801,0.00261675196574,0,0.0515915169578,0.000143426144762
1461812418.52,-0.229079914728,0.0795678733028,-0.0551450198778,0.01915336612,-0.00753222173571,0.00261556624604,0,0.058376576219,0.000160593300179
1461812418.54,-0.287991045474,0.100029022546,-0.0614236967813,0.0213335537187,-0.00752915139168,0.00261422231848,0,0.0650230039336,0.000175895700039
1461812418.54,-0.353179317951,0.122669687424,-0.0675737912095,0.0234688205164,-0.00752579348939,0.0026127316875,0,0.0715332286064,0.000189356128145
1461812418.55,-0.424516005905,0.147444873784,-0.0735975930049,0.0255599211598,-0.0075221182074,0.00261113998613,0,0.0779096609273,0.000192703291421
1461812418.57,-0.501874658013,0.174310364937,-0.0794973169881,0.027607639923,-0.00751807661739,0.00260944752964,0,0.0841546504385,0.000188385595812
1461812418.57,-0.58513101331,0.203222728625,-0.0852750857333,0.0296127457036,-0.00751383887118,0.00260761929352,0,0.0902704544961,0.000190922374461
1461812418.58,-0.674163018479,0.234139283975,-0.0909331461124,0.0315759576972,-0.00750938791431,0.00260554179466,0,0.0962594315711,0.000208539662632
1461812418.6,-0.768850858549,0.26701801257,-0.0964736833462,0.033497869502,-0.00750467351244,0.00260328368976,0,0.102123840701,0.000227408346229
1461812418.6,-0.869076878651,0.301817523916,-0.101898789721,0.0353791301279,-0.00749963784761,0.002600882684,0,0.107865871319,0.000242119290516
1461812418.62,-0.974725487296,0.338497095386,-0.107210459018,0.0372204125557,-0.00749417729304,0.00259826860026,0,0.113487627668,0.00025642216776
1461812418.63,-1.08568303496,0.377016642242,-0.112410543585,0.0390223075328,-0.00748835650814,0.00259560784959,0,0.118991053421,0.00026072338543
1461812418.63,-1.2018377568,0.4173367537,-0.117500922091,0.0407855570748,-0.0074820519785,0.0025929618942,0,0.124378166726,0.000251670454936
1461812418.65,-1.32307970488,0.459418791722,-0.122483314588,0.0425109485896,-0.00747522984194,0.00259027361836,0,0.129650850759,0.000235764823834
1461812418.66,-1.44930063439,0.503224877121,-0.127359373541,0.0441991977638,-0.00746808674037,0.00258746124146,0,0.134810901309,0.000222852540943
1461812418.66,-1.5803940513,0.548717805505,-0.132130911076,0.0458509258252,-0.0074608313223,0.00258448414287,0,0.139860234022,0.000217772234851
1461812418.68,-1.71625537804,0.595860973402,-0.13679990755,0.0474667017687,-0.00745336523693,0.00258135165369,0,0.14480090636,0.000216725626531
1461812418.7,-1.85678196821,0.644618350997,-0.141368207332,0.0490470923539,-0.00744569554647,0.00257795488672,0,0.149634846585,0.000223511666108
1461812418.7,-2.00187302331,0.694954420794,-0.14583762482,0.0505925462958,-0.00743761574682,0.00257429413661,0,0.154363915971,0.000233530675416
1461812418.71,-2.151429456,0.746834114159,-0.150209735756,0.0521035036238,-0.00742923058427,0.0025705061201,0,0.158989747486,0.000242329307632
1461812418.73,-2.30535380705,0.800222870842,-0.154486187013,0.053580529549,-0.00742049871215,0.00256664169078,0,0.163514082344,0.000247849697401
1461812418.73,-2.46355024342,0.855086721237,-0.158668552011,0.055024227815,-0.00741159539162,0.00256267429573,0,0.167938604984,0.000253670409097
1461812418.74,-2.62592459313,0.9113922862,-0.162758544455,0.0564351640685,-0.00740226820467,0.00255875058133,0,0.172265119907,0.000252288103667
1461812418.76,-2.79238427169,0.969106825559,-0.166757596406,0.0578140363568,-0.00739247008021,0.00255444826098,0,0.176495208884,0.00025734836329
1461812418.76,-2.96283810313,1.02819808605,-0.170667065157,0.0591611149255,-0.0073822227493,0.00254994606975,0,0.180630242895,0.000262784963921
1461812418.78,-3.13719627966,1.08863417401,-0.174488302148,0.0604768397753,-0.00737157233899,0.00254522183546,0,0.18467164302,0.000269604710048
1461812418.79,-3.31537036798,1.1503836247,-0.178222676997,0.0617616203785,-0.00736057466443,0.00254041510228,0,0.188620837523,0.000274402516501
1461812418.79,-3.49727333231,1.21341545263,-0.181871586628,0.0630159947712,-0.00734933410261,0.00253554324478,0,0.192479322577,0.000277986009949
1461812418.81,-3.68281958599,1.27769921902,-0.185436502316,0.0642405072557,-0.00733786543791,0.00253050503494,0,0.196248666655,0.000283160863158
1461812418.83,-3.87192502102,1.3432049788,-0.188918880399,0.0654355920448,-0.00732615712693,0.00252556352226,0,0.199930388079,0.00028339531378
1461812418.83,-4.06450697999,1.4099033526,-0.192320136775,0.0666019324557,-0.00731398368922,0.00252033710188,0,0.203526048495,0.000286321621303
