ax,ay,az,qx,qy,qz,qw,ts
-0.035874,-0.020718,0.017072,0.117763,-0.088409,-0.349330,0.925356,484068540.400519
-0.012329,-0.020542,-0.003613,0.116200,-0.087780,-0.350361,0.925224,484068540.416509
0.008387,-0.011641,-0.015376,0.114790,-0.086670,-0.351427,0.925100,484068540.431682
0.034671,-0.005523,-0.031566,0.113423,-0.085292,-0.352298,0.925066,484068540.432080
0.043453,0.000631,-0.048688,0.112141,-0.083850,-0.352878,0.925133,484068540.447417
0.052784,-0.008846,-0.051962,0.110922,-0.082714,-0.353189,0.925263,484068540.463820
0.041662,-0.013535,-0.051245,0.109861,-0.081586,-0.353444,0.925393,484068540.465306
0.023897,-0.014997,-0.041492,0.108656,-0.081225,-0.353558,0.925523,484068540.478861
0.000474,-0.012968,-0.039938,0.107438,-0.081023,-0.353711,0.925624,484068540.494844
-0.014738,-0.006958,-0.058850,0.106300,-0.080942,-0.354057,0.925631,484068540.495272
-0.016084,-0.010214,-0.067702,0.105301,-0.080886,-0.354565,0.925555,484068540.510014
-0.003942,-0.011504,-0.034161,0.104735,-0.080577,-0.355188,0.925408,484068540.526223
0.006390,-0.007530,-0.031334,0.104264,-0.080320,-0.355834,0.925235,484068540.526622
0.008407,-0.009283,-0.028056,0.103887,-0.080201,-0.356541,0.925015,484068540.541936
0.006564,-0.009617,-0.025174,0.103493,-0.080571,-0.357174,0.924783,484068540.557656
0.004154,-0.005191,-0.026893,0.103146,-0.081190,-0.357799,0.924526,484068540.558012
0.001540,-0.007996,-0.029732,0.102839,-0.082046,-0.358483,0.924220,484068540.573131
0.001850,-0.010662,-0.048389,0.102691,-0.083094,-0.359202,0.923864,484068540.589749
-0.004492,-0.004252,-0.036259,0.102742,-0.084266,-0.359933,0.923467,484068540.590158
-0.005879,-0.001114,-0.029684,0.103071,-0.085488,-0.360631,0.923046,484068540.604701
-0.005803,0.002153,-0.034424,0.103602,-0.086871,-0.361306,0.922593,484068540.620356
-0.001465,-0.005820,-0.016927,0.104243,-0.088390,-0.361941,0.922127,484068540.620722
-0.003244,-0.005016,0.020810,0.104821,-0.089930,-0.362526,0.921683,484068540.636183
-0.004445,-0.006197,0.035716,0.105299,-0.091401,-0.363085,0.921264,484068540.651948
-0.009737,-0.000110,0.054515,0.105625,-0.092848,-0.363555,0.920896,484068540.652351
-0.014813,0.000824,0.062978,0.105567,-0.093666,-0.364049,0.920625,484068540.667774
-0.013947,-0.003671,0.059362,0.105197,-0.094162,-0.364563,0.920413,484068540.683629
-0.011231,-0.010122,0.040250,0.104586,-0.094338,-0.365105,0.920250,484068540.684165
-0.003859,0.001353,0.027645,0.103905,-0.094202,-0.365600,0.920145,484068540.698987
-0.010503,0.005991,0.011706,0.103150,-0.093596,-0.366052,0.920112,484068540.714615
-0.009484,-0.006401,-0.005314,0.102426,-0.092733,-0.366547,0.920083,484068540.714987
0.000818,-0.020421,-0.038710,0.101782,-0.091862,-0.367075,0.920032,484068540.730554
0.001336,-0.021642,-0.055354,0.101495,-0.090878,-0.367559,0.919968,484068540.746097
-0.012844,-0.006907,-0.032459,0.101313,-0.089541,-0.367872,0.919994,484068540.746521
-0.012600,0.006232,-0.004891,0.101158,-0.087490,-0.368017,0.920150,484068540.761875
-0.012557,-0.002023,0.008056,0.100861,-0.084897,-0.368064,0.920407,484068540.778033
-0.008548,-0.007828,-0.003518,0.100636,-0.081571,-0.368032,0.920745,484068540.778420
-0.005246,-0.001940,-0.007911,0.100488,-0.078021,-0.367950,0.921101,484068540.793443
-0.018217,-0.006792,0.000752,0.100313,-0.074619,-0.367816,0.921456,484068540.809110
-0.016307,-0.003583,0.011605,0.099867,-0.071773,-0.367769,0.921749,484068540.809470
-0.008415,-0.008865,0.016496,0.099260,-0.069192,-0.367806,0.921997,484068540.825775
0.000801,-0.009634,-0.020154,0.098567,-0.067228,-0.367863,0.922194,484068540.840911
0.010424,-0.015398,-0.049956,0.097958,-0.066016,-0.367961,0.922307,484068540.841349
0.006624,-0.012178,-0.047429,0.097614,-0.065036,-0.368082,0.922365,484068540.856434
-0.000466,-0.001232,-0.016603,0.097396,-0.063991,-0.368067,0.922467,484068540.872119
-0.002292,0.018816,0.025938,0.097239,-0.062182,-0.367853,0.922693,484068540.872481
-0.014675,0.011568,0.004179,0.096884,-0.059678,-0.367502,0.923035,484068540.887750
-0.013863,0.006400,-0.040723,0.096674,-0.056732,-0.367120,0.923395,484068540.903727
-0.021643,-0.011432,-0.054520,0.096512,-0.054418,-0.366780,0.923686,484068540.904098
-0.013986,-0.014318,-0.043174,0.096370,-0.053214,-0.366700,0.923803,484068540.919135
-0.007192,-0.017642,-0.018793,0.096256,-0.053292,-0.366814,0.923765,484068540.935016
-0.001043,-0.010054,0.007739,0.095812,-0.054029,-0.367052,0.923674,484068540.935425
0.002041,-0.004916,0.023032,0.095051,-0.055132,-0.367324,0.923579,484068540.950703
0.012951,-0.003179,-0.002054,0.094023,-0.056599,-0.367527,0.923515,484068540.966646
0.018704,0.005265,-0.025701,0.092936,-0.058021,-0.367568,0.923520,484068540.967174
0.013520,0.008399,-0.034416,0.092116,-0.059648,-0.367441,0.923550,484068540.982223
-0.005237,0.005280,-0.030010,0.091433,-0.061079,-0.367324,0.923570,484068540.998082
-0.022536,-0.005573,-0.028251,0.090708,-0.062684,-0.367232,0.923571,484068540.998496
-0.022847,-0.006670,-0.020367,0.090205,-0.064022,-0.367246,0.923523,484068541.013990
-0.027704,-0.007042,-0.009080,0.089726,-0.065764,-0.367410,0.923382,484068541.029526
-0.020502,-0.007125,0.000497,0.089147,-0.068208,-0.367716,0.923139,484068541.029910
-0.013451,-0.010607,0.009262,0.088465,-0.071669,-0.368083,0.922796,484068541.045765
-0.005828,-0.017981,0.018255,0.087631,-0.075246,-0.368553,0.922403,484068541.060883
0.010967,-0.017422,0.007046,0.086759,-0.078885,-0.369022,0.921994,484068541.061250
0.016614,-0.000712,-0.008961,0.086153,-0.082097,-0.369273,0.921670,484068541.076958
0.023418,0.030218,-0.015731,0.085875,-0.083977,-0.369152,0.921575,484068541.092251
0.015565,0.055512,-0.016732,0.086148,-0.085261,-0.368447,0.921714,484068541.092633
0.000985,0.049454,-0.010284,0.086249,-0.085890,-0.367427,0.922053,484068541.108099
-0.029837,0.013302,-0.002708,0.085770,-0.086392,-0.366323,0.922490,484068541.124008
-0.038894,0.002074,-0.010801,0.085432,-0.086300,-0.365443,0.922879,484068541.124426
-0.048301,-0.001888,-0.023354,0.084945,-0.086282,-0.364813,0.923175,484068541.139800
-0.054304,-0.000110,-0.028813,0.084347,-0.086635,-0.364484,0.923326,484068541.155360
-0.051029,-0.001546,-0.026394,0.083381,-0.088149,-0.364367,0.923317,484068541.155770
-0.048768,0.005074,-0.024684,0.082648,-0.089434,-0.364604,0.923166,484068541.171085
-0.043717,0.003207,-0.029476,0.081890,-0.090889,-0.365081,0.922903,484068541.187256
-0.048433,0.004675,-0.035017,0.081201,-0.092177,-0.365921,0.922503,484068541.188740
-0.048175,0.007705,-0.027403,0.080298,-0.093577,-0.366957,0.922029,484068541.202348
-0.040863,0.012717,-0.013022,0.079940,-0.093863,-0.368042,0.921599,484068541.218048
-0.034405,0.039246,-0.007125,0.079666,-0.093467,-0.368818,0.921353,484068541.218424
-0.030440,0.061514,-0.006440,0.079452,-0.092258,-0.369088,0.921385,484068541.234009
-0.015997,0.033821,-0.013674,0.078361,-0.090450,-0.368901,0.921732,484068541.249800
0.001036,0.004286,-0.018004,0.078266,-0.088216,-0.368565,0.922091,484068541.250239
0.005945,-0.012460,-0.036307,0.078239,-0.086205,-0.368142,0.922453,484068541.265887
-0.003031,-0.017753,-0.047229,0.078485,-0.084946,-0.367749,0.922705,484068541.281196
-0.016088,-0.018657,-0.039569,0.078873,-0.084720,-0.367581,0.922760,484068541.281578
-0.025147,-0.015803,-0.017151,0.079379,-0.085274,-0.367600,0.922658,484068541.296686
-0.028651,-0.014911,0.014617,0.079883,-0.086409,-0.367796,0.922431,484068541.312624
-0.035612,-0.003598,0.041111,0.080195,-0.088422,-0.368194,0.922054,484068541.313014
-0.030971,-0.002640,0.051592,0.080351,-0.089702,-0.368936,0.921620,484068541.328537
-0.026052,-0.005457,0.053384,0.080276,-0.090763,-0.369871,0.921148,484068541.343667
-0.024509,-0.003528,0.033637,0.080150,-0.091507,-0.370915,0.920665,484068541.344243
-0.021007,0.002278,-0.014836,0.079994,-0.092257,-0.372012,0.920161,484068541.360239
-0.015306,0.002248,-0.025875,0.080190,-0.092434,-0.373167,0.919659,484068541.375604
-0.014975,0.003623,-0.024356,0.080572,-0.092534,-0.374274,0.919165,484068541.376178
-0.011430,0.006942,-0.012051,0.080810,-0.092679,-0.375305,0.918709,484068541.390460
-0.009591,0.004473,-0.000503,0.081203,-0.092673,-0.376270,0.918280,484068541.407200
-0.013254,0.003412,0.007455,0.081510,-0.092627,-0.377166,0.917890,484068541.407656
-0.017213,0.001332,0.022403,0.081685,-0.092490,-0.378014,0.917539,484068541.422475
-0.016054,-0.002765,0.022852,0.081699,-0.092543,-0.378820,0.917200,484068541.437786
-0.010476,-0.006270,0.018063,0.081581,-0.092226,-0.379693,0.916882,484068541.438736
-0.006783,-0.011139,0.010405,0.081342,-0.091978,-0.380561,0.916568,484068541.454339
-0.001264,-0.009073,0.001127,0.081091,-0.091746,-0.381425,0.916254,484068541.469793
-0.002514,-0.006588,-0.003742,0.080973,-0.091521,-0.382339,0.915906,484068541.470022
-0.010253,-0.004127,-0.014377,0.080777,-0.091233,-0.383239,0.915576,484068541.485796
-0.007506,-0.002583,-0.023247,0.080597,-0.091069,-0.384118,0.915240,484068541.501308
-0.010946,-0.000010,-0.021570,0.080352,-0.091167,-0.384927,0.914912,484068541.501936
-0.014645,-0.004006,-0.025478,0.080128,-0.091451,-0.385682,0.914585,484068541.516847
-0.020850,0.000884,-0.025307,0.079767,-0.091840,-0.386478,0.914241,484068541.533026
-0.026672,0.001510,-0.025885,0.079373,-0.092258,-0.387284,0.913892,484068541.533478
-0.026558,0.001909,-0.024907,0.079007,-0.092527,-0.388088,0.913556,484068541.548559
-0.021896,0.005257,-0.026646,0.078651,-0.092581,-0.388884,0.913243,484068541.563908
-0.020811,0.002882,-0.024452,0.078377,-0.092615,-0.389675,0.912925,484068541.564317
-0.022468,0.002159,-0.022746,0.078157,-0.092645,-0.390486,0.912595,484068541.580148
-0.024064,0.004492,-0.014159,0.077949,-0.092747,-0.391302,0.912252,484068541.595706
-0.017594,0.000665,-0.011501,0.077697,-0.092994,-0.392168,0.911877,484068541.596070
-0.021680,0.001099,-0.010853,0.077588,-0.093187,-0.393032,0.911494,484068541.611815
-0.023927,0.007760,0.000990,0.077492,-0.093425,-0.393902,0.911103,484068541.627759
-0.023131,0.008173,0.018081,0.077455,-0.093616,-0.394765,0.910712,484068541.628223
-0.023741,0.008973,0.025914,0.077346,-0.093773,-0.395691,0.910304,484068541.642790
-0.016220,0.005747,0.023581,0.077222,-0.093872,-0.396617,0.909901,484068541.659105
-0.015186,0.011055,0.026073,0.076903,-0.093958,-0.397537,0.909518,484068541.659530
-0.005181,0.010072,0.022470,0.076595,-0.093930,-0.398470,0.909138,484068541.674440
0.011385,0.010689,0.017074,0.076374,-0.093729,-0.399349,0.908792,484068541.689959
0.019793,0.010128,0.013811,0.076179,-0.093353,-0.400064,0.908532,484068541.690319
0.020468,0.015178,0.026342,0.076009,-0.093153,-0.400608,0.908327,484068541.706101
0.019807,0.011804,0.041037,0.075759,-0.092864,-0.401035,0.908189,484068541.721667
0.014957,0.008350,0.032184,0.075469,-0.092408,-0.401347,0.908122,484068541.722042
0.012707,0.005098,0.015204,0.075113,-0.092152,-0.401502,0.908109,484068541.737319
0.008478,-0.000795,0.008621,0.074721,-0.092075,-0.401512,0.908145,484068541.754180
0.002949,-0.000648,0.016001,0.074396,-0.092186,-0.401435,0.908194,484068541.754604
-0.002970,-0.007495,0.026357,0.074139,-0.092447,-0.401328,0.908236,484068541.768542
-0.002683,-0.008029,0.030659,0.073736,-0.092690,-0.401217,0.908293,484068541.784585
-0.002043,-0.008883,0.023133,0.073190,-0.092884,-0.401040,0.908396,484068541.784960
-0.007736,-0.010630,0.007672,0.072594,-0.093075,-0.400801,0.908529,484068541.800557
-0.007492,-0.011769,-0.007939,0.072027,-0.093274,-0.400580,0.908652,484068541.816080
-0.010594,-0.015830,-0.016057,0.071552,-0.093517,-0.400406,0.908741,484068541.816505
-0.012083,-0.012696,-0.008376,0.071109,-0.093715,-0.400243,0.908827,484068541.831570
-0.015496,-0.008753,-0.001946,0.070630,-0.094020,-0.400047,0.908919,484068541.847952
-0.011210,-0.012458,-0.000626,0.070157,-0.094031,-0.399885,0.909026,484068541.848369
-0.007973,-0.009837,-0.011377,0.069568,-0.094085,-0.399730,0.909134,484068541.863501
-0.007389,-0.011336,-0.021728,0.068973,-0.094214,-0.399568,0.909237,484068541.878942
-0.008154,-0.011255,-0.012176,0.068459,-0.094506,-0.399357,0.909338,484068541.879298
-0.009369,-0.007920,-0.000758,0.067938,-0.094830,-0.399192,0.909416,484068541.894523
-0.012206,-0.004634,0.004726,0.067357,-0.095148,-0.399073,0.909478,484068541.910936
-0.005534,-0.004639,-0.003635,0.066726,-0.095228,-0.398988,0.909553,484068541.911615
-0.002477,-0.006812,-0.020590,0.066114,-0.095261,-0.398927,0.909622,484068541.926013
0.005069,-0.008749,-0.029665,0.065593,-0.095210,-0.398862,0.909693,484068541.941900
0.001597,-0.005207,-0.028560,0.065040,-0.095174,-0.398699,0.909808,484068541.942264
-0.001308,0.000179,-0.034813,0.064424,-0.095143,-0.398441,0.909968,484068541.957604
0.000017,-0.002904,-0.028560,0.063944,-0.095235,-0.398119,0.910133,484068541.973336
-0.003152,-0.005470,-0.018071,0.063530,-0.095375,-0.397770,0.910300,484068541.973702
-0.000027,-0.003833,-0.021298,0.063114,-0.095431,-0.397397,0.910486,484068541.989102
0.002994,-0.004856,-0.026411,0.062765,-0.095424,-0.396932,0.910714,484068542.004692
0.000250,-0.003542,-0.018290,0.062487,-0.095478,-0.396416,0.910952,484068542.005121
-0.001318,-0.006782,-0.010448,0.062339,-0.095538,-0.395878,0.911190,484068542.020448
-0.005533,-0.009705,0.000207,0.062188,-0.095584,-0.395332,0.911432,484068542.036740
-0.003972,-0.016499,-0.002119,0.062106,-0.095497,-0.394868,0.911648,484068542.037104
-0.005696,-0.014534,-0.014885,0.062073,-0.095262,-0.394499,0.911835,484068542.051956
0.002003,-0.021732,-0.007102,0.062239,-0.094910,-0.394206,0.911987,484068542.067668
0.007200,-0.028667,0.019047,0.062492,-0.094313,-0.393960,0.912138,484068542.068029
0.019409,-0.051543,0.040566,0.062740,-0.093364,-0.393774,0.912299,484068542.083647
0.025430,-0.069283,0.016013,0.062224,-0.091905,-0.393764,0.912486,484068542.099190
0.029638,-0.080656,-0.020550,0.061566,-0.090223,-0.393946,0.912621,484068542.099555
0.023477,-0.073889,-0.058723,0.061391,-0.088581,-0.394290,0.912645,484068542.114819
0.007179,-0.059074,-0.092933,0.060632,-0.087372,-0.394647,0.912658,484068542.130675
-0.017512,-0.047009,-0.112700,0.059960,-0.086585,-0.395126,0.912569,484068542.131112
-0.029405,-0.040574,-0.121806,0.059529,-0.086124,-0.395706,0.912390,484068542.146175
-0.040565,-0.038382,-0.120622,0.059556,-0.085857,-0.396366,0.912127,484068542.162124
-0.034396,-0.033678,-0.111021,0.060172,-0.085461,-0.397169,0.911775,484068542.162542
-0.041997,-0.029255,-0.069398,0.061318,-0.084652,-0.398083,0.911375,484068542.177800
-0.039714,-0.022189,-0.014878,0.062712,-0.083167,-0.399142,0.910953,484068542.193327
-0.021616,-0.001302,0.049230,0.064101,-0.081476,-0.400282,0.910509,484068542.194070
-0.018106,0.014435,0.051987,0.065228,-0.079064,-0.401533,0.910091,484068542.209793
-0.013459,0.025785,0.037190,0.066147,-0.076706,-0.402842,0.909648,484068542.225041
-0.006020,0.033039,0.024709,0.066744,-0.074668,-0.404156,0.909191,484068542.225426
0.003320,0.049006,0.016786,0.067537,-0.073187,-0.405370,0.908712,484068542.240708
