ts,pos_x,pos_y,vel_x,vel_y,acc_x,acc_y,theta,mag_vel,K_curve
1462375218.36,0.0,0.0,0.0,0.0,0.00285562077389,0.0032060522603,0,0.0,0
1462375218.38,0.00142781038695,0.00160302613015,0.00279850835841,0.0031419312151,0.00285611202847,0.00320551896638,0,0.00420753856697,-0.0407572971969
1462375218.38,0.0056543747596,0.00634771682844,0.00554152797915,0.00622050117785,0.00285707789947,0.00320430489929,0,0.00833085633338,-0.0271731525449
1462375218.39,0.0126244416885,0.0141703704559,0.00823063376105,0.0092363099556,0.00285859969445,0.00320243125791,0,0.0123714491352,-0.0236991596763
1462375218.39,0.0222843752968,0.0250078960405,0.0108674487864,0.0121899663892,0.00286067198925,0.00320024309968,0,0.0163308518974,-0.0213568757574
1462375218.39,0.0345821600778,0.0387979839796,0.0134535583601,0.0150824052991,0.00286328890811,0.00319787692828,0,0.0202108184435,-0.0196786148666
1462375218.42,0.0494673628919,0.0554793277428,0.0159905103229,0.0179146765829,0.00286637105983,0.00319512507764,0,0.0240131642533,-0.0186635690019
1462375218.42,0.0668910587447,0.0749915668645,0.018479743755,0.0206876056273,0.00286985867364,0.00319177804482,0,0.0277394656733,-0.0181431593381
1462375218.42,0.0868057318366,0.0972750615142,0.0209226103801,0.0234017959987,0.00287363614888,0.00318777061484,0,0.0313910764562,-0.0178375428938
1462375218.44,0.109165160291,0.12227074282,0.0233203215984,0.0260577752812,0.00287767414216,0.00318316841931,0,0.0349692014787,-0.0176155555405
1462375218.45,0.133924318961,0.149920102311,0.0256740358257,0.0286561248265,0.00288222657761,0.0031782078683,0,0.0384750517304,-0.0174876420957
1462375218.45,0.161039468075,0.180165331072,0.0279851371553,0.031197646041,0.00288750518737,0.00317301567154,0,0.0419101541407,-0.0174707778183
1462375218.48,0.190468357824,0.212949484949,0.0302551894958,0.0336832484782,0.00289356523217,0.00316748883126,0,0.0452762379121,-0.0175804430616
1462375218.48,0.222170329936,0.248216477843,0.0324857796334,0.0361137225633,0.00290052393598,0.0031616607027,0,0.0485749609961,-0.0177963006353
1462375218.48,0.256106371537,0.285911030757,0.034678577498,0.0384898756007,0.00290837627374,0.00315559304506,0,0.0518080520869,-0.0180614364453
1462375218.51,0.292239137172,0.32597870288,0.0368352146963,0.0408125592728,0.00291673476892,0.00314927308872,0,0.0549772501688,-0.0182661448612
1462375218.51,0.330532719253,0.368365898698,0.0389569104759,0.0430825957143,0.00292503280512,0.0031426115617,0,0.0580839988922,-0.0183279812306
1462375218.51,0.370952146132,0.413019800193,0.0410443044154,0.0453007031305,0.00293327955214,0.00313541531048,0,0.0611292780022,-0.0183370714361
1462375218.54,0.413463090323,0.459888210979,0.0430980322882,0.0474673960722,0.00294195681596,0.00312750521768,0,0.0641139148469,-0.0184320893579
1462375218.55,0.458032101019,0.50891935966,0.0451191893221,0.0495830032641,0.00295121644968,0.00311879418787,0,0.0670389100282,-0.0186290936652
1462375218.55,0.504626898566,0.560061760018,0.0471089976563,0.0516477615029,0.00296101979711,0.0031092969305,0,0.0699052854114,-0.0188934470201
1462375218.56,0.553216406121,0.613264169986,0.0490686171044,0.0536619172647,0.00297142294293,0.0030990522549,0,0.0727140326833,-0.0192113186766
1462375218.57,0.603770734697,0.668475613378,0.0509992392464,0.0556257501292,0.00298246015761,0.00308808426502,0,0.0754661942935,-0.01957145368
1462375218.57,0.656261204022,0.72564540564,0.0529020654159,0.0575395577064,0.00299416862806,0.00307654196526,0,0.0781628378855,-0.019952061123
1462375218.58,0.710660353752,0.784723234329,0.0547783093631,0.0594037776782,0.00300650668091,0.00306459209978,0,0.0808051482216,-0.0203267180461
1462375218.6,0.766941916456,0.845659308057,0.0566291197231,0.0612190023824,0.00301951784978,0.00305236266419,0,0.0833943850227,-0.0206892154081
1462375218.6,0.825080795104,0.908404491771,0.0584556648214,0.0629859377457,0.00303317791174,0.00303994416963,0,0.0859319096926,-0.0210317125654
1462375218.63,0.885053048881,0.972910401602,0.0602590658785,0.064705364277,0.00304740193348,0.00302741465743,0,0.0884191109815,-0.0213438860566
1462375218.64,0.946835815726,1.03912947321,0.0620403384558,0.0663781233557,0.00306225412395,0.00301484606382,0,0.0908573544405,-0.0216318694497
1462375218.64,1.01040728124,1.10701501959,0.0638005407281,0.0680051100312,0.00307766685927,0.00300187163321,0,0.0932480776614,-0.0219237760284
1462375218.65,1.0757466554,1.17652106544,0.0655406434356,0.0695868420311,0.00309349632873,0.00298822404879,0,0.0955923873842,-0.0222280479009
1462375218.66,1.142834047,1.2476020195,0.0672614569691,0.0711235647583,0.00310978907178,0.00297391582905,0,0.0978910877329,-0.0225459236073
1462375218.66,1.21165039851,1.32021254217,0.06896382112,0.0726155309756,0.00312655526003,0.00295898180494,0,0.100145014665,-0.0228741215683
1462375218.69,1.28217749726,1.39430756405,0.0706485688525,0.0740630225249,0.00314376460649,0.00294343519032,0,0.102355027167,-0.0232085999836
1462375218.7,1.35439794841,1.46984230417,0.0723164867898,0.0754663285609,0.00316139949608,0.00292729588133,0,0.104521964238,-0.0235465387016
1462375218.7,1.42829513495,1.54677228067,0.0739683285601,0.0768257519534,0.00317946709795,0.00291061835057,0,0.106646658612,-0.0238851166082
1462375218.71,1.50385319706,1.6250533418,0.0756048397449,0.0781416428979,0.00319798956984,0.00289351829496,0,0.108729978146,-0.0242192961941
1462375218.72,1.58105703159,1.70464174384,0.0772267727285,0.079414457969,0.00321692668726,0.00287605090872,0,0.110772878272,-0.0245446268693
1462375218.72,1.65989226766,1.78549422727,0.0788348254274,0.0806446987002,0.00323625639229,0.00285820249596,0,0.112776314573,-0.0248622340324
1462375218.75,1.74034522128,1.86756802722,0.0804296601833,0.0818328431722,0.00325601921954,0.00283993344358,0,0.114741206455,-0.0251778508939
1462375218.76,1.82240289108,1.95082083711,0.0820119658148,0.0829793210835,0.00327618463139,0.00282118821785,0,0.116668463024,-0.0254933620764
1462375218.77,1.90605294921,2.0352107523,0.0835823874373,0.0840844991153,0.00329671633464,0.00280194765346,0,0.118558924089,-0.0258082939368
1462375218.77,1.99128369481,2.12069622524,0.0851415216965,0.0851487178334,0.00331763460184,0.00278225413615,0,0.120413383249,-0.0261220378524
1462375218.78,2.07808403381,2.20723607015,0.0866899731723,0.0861723525301,0.00333896958509,0.002762116762,0,0.122232670711,-0.0264360575486
1462375218.78,2.16644349178,2.29478948106,0.0882283639023,0.0871557799063,0.00336077009676,0.00274155248987,0,0.12401763652,-0.0267520398648
1462375218.8,2.25635224073,2.38331603721,0.0897573513191,0.0880993857482,0.00338306393398,0.00272059941898,0,0.125769169056,-0.0270694679304
1462375218.83,2.34780112401,2.47277572267,0.091277606948,0.0890035854639,0.00340590527153,0.0026992828166,0,0.127488194573,-0.0273895126826
1462375218.83,2.4407816836,2.56312894954,0.0927898419751,0.0898688109149,0.00342935901906,0.00267763495987,0,0.129175686369,-0.027713233865
1462375218.83,2.53528620508,2.65433657793,0.0942948169743,0.0906955169572,0.00345344281554,0.00265563191413,0,0.130832676745,-0.0280418848841
1462375218.84,2.63130774346,2.74635991085,0.0957932945941,0.0914841258939,0.00347824724703,0.00263323428705,0,0.132460184885,-0.0283800309297
1462375218.84,2.72884016168,2.83916065388,0.0972861110043,0.0922350129774,0.00350356702681,0.00261033755945,0,0.134059259334,-0.0287228779036
1462375218.86,2.8278780562,2.93270083564,0.0987738844705,0.0929484435261,0.00352913599775,0.00258684077278,0,0.135630724422,-0.0290640358798
1462375218.89,2.92841650867,3.02694269955,0.100256960059,0.0936245786129,0.00355500183565,0.00256271716196,0,0.137175142649,-0.0294066758967
1462375218.89,3.03045096964,3.12184863675,0.101735722657,0.0942635498593,0.0035813563292,0.0025380419246,0,0.138693093183,-0.0297547710536
1462375218.89,3.13397737046,3.21738120757,0.103210737406,0.0948655599483,0.00360824977147,0.00251287646976,0,0.140185344385,-0.0301072342598
